id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
175,0691-JVSYA,2015-05-01,2019-10-01,One year,Yes,Bank transfer (automatic),94.85,5000.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
176,5918-VUKWP,2017-06-01,,One year,No,Bank transfer (automatic),20.55,654.55,,,,,,,,Female,0,No,No,No,0
177,1744-JHKYS,2017-04-01,,Month-to-month,No,Electronic check,24.7,780.2,,,,,,,,Female,0,Yes,No,Yes,0
178,2656-FMOKZ,2018-07-01,2019-10-01,Month-to-month,Yes,Mailed check,74.45,1145.7,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
179,2070-FNEXE,2019-06-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,No,1
180,5947-SGKCL,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
181,3712-PKXZA,2015-01-01,,One year,Yes,Credit card (automatic),20.55,1252.0,,,,,,,,Male,0,Yes,No,No,0
182,6317-YPKDH,2019-12-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),29.95,29.95,DSL,No,Yes,No,No,No,No,Female,0,No,No,,1
183,6582-OIVSP,2020-01-01,,Month-to-month,No,Mailed check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
184,9367-WXLCH,2019-02-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
185,5524-KHNJP,2017-05-01,,One year,No,Credit card (automatic),74.75,2453.3,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
186,1918-ZBFQJ,2018-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.25,1111.65,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,1
187,1024-GUALD,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,24.8,24.8,DSL,No,No,No,No,No,No,Female,0,Yes,No,,1
188,4827-USJHP,2018-06-01,,Month-to-month,Yes,Mailed check,51.8,1023.85,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,0
189,8167-GJLRN,2019-11-01,,Month-to-month,No,Electronic check,30.4,82.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,,0
190,0956-SYCWG,2019-01-01,,One year,No,Electronic check,19.65,244.8,,,,,,,,Female,0,No,No,No,0
191,8017-UVSZU,2016-10-01,,Month-to-month,No,Credit card (automatic),56.6,2379.1,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,0
192,7100-FQPRV,2016-07-01,,One year,Yes,Credit card (automatic),71.9,3173.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
193,2472-OVKUP,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,91.0,531.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,1
194,2984-RGEYA,2014-05-01,,Two year,No,Bank transfer (automatic),19.75,1375.4,,,,,,,,Female,0,Yes,Yes,No,0
195,9680-NIAUV,2014-02-01,,Two year,No,Credit card (automatic),109.7,8129.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
196,2146-EGVDT,2015-03-01,,Two year,No,Credit card (automatic),19.3,1192.7,,,,,,,,Male,0,Yes,Yes,No,0
197,2604-IJPDU,2018-06-01,,Month-to-month,Yes,Electronic check,96.55,1901.65,Fiber optic,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,No,No,0
198,9178-JHUVJ,2018-02-01,,Two year,Yes,Bank transfer (automatic),24.1,587.4,,,,,,,,Male,0,Yes,Yes,Yes,0
199,6168-YBYNP,2015-03-01,,Month-to-month,Yes,Electronic check,111.35,6519.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
200,7255-SSFBC,2014-02-01,,Two year,Yes,Bank transfer (automatic),112.25,8041.65,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
201,3645-DEYGF,2020-01-01,,Month-to-month,No,Mailed check,20.75,20.75,,,,,,,,Male,0,No,Yes,No,0
202,9323-HGFWY,2017-11-01,,One year,Yes,Credit card (automatic),101.9,2681.15,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
203,8544-GOQSH,2018-12-01,,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
204,3363-DTIVD,2014-03-01,,Two year,No,Electronic check,105.55,7405.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
205,7018-WBJNK,2019-01-01,,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No,0
206,9142-KZXOP,2016-06-01,,Month-to-month,No,Credit card (automatic),68.85,2958.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
207,7674-YTAFD,2017-05-01,,One year,Yes,Bank transfer (automatic),79.95,2684.85,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
208,6348-SNFUS,2014-02-01,,Two year,Yes,Credit card (automatic),55.45,4179.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,,0
209,1285-OKIPP,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,79.9,79.9,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
210,7825-ECJRF,2018-06-01,2020-01-01,Month-to-month,Yes,Electronic check,106.6,1934.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
211,1347-KTTTA,2014-10-01,,One year,Yes,Credit card (automatic),102.45,6654.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
212,7841-TZDMQ,2019-10-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),46.0,84.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
213,4195-NZGTA,2020-01-01,,Month-to-month,No,Electronic check,25.25,25.25,DSL,No,No,No,No,No,No,Female,0,No,No,,0
214,7157-SMCFK,2015-01-01,,Two year,No,Mailed check,19.75,1124.2,,,,,,,,Male,0,No,Yes,No,0
215,4709-LKHYG,2017-09-01,,One year,No,Electronic check,20.0,540.05,,,,,,,,Female,0,Yes,Yes,No,0
216,2504-DSHIH,2018-03-01,,Month-to-month,No,Electronic check,86.8,1975.85,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,0
217,0699-NDKJM,2015-05-01,,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,,0
218,9286-BHDQG,2014-02-01,,Two year,No,Credit card (automatic),45.25,3139.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,,0
219,0230-WEQUW,2014-08-01,,Two year,Yes,Bank transfer (automatic),56.6,3789.2,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,,0
220,2040-LDIWQ,2014-09-01,,Two year,Yes,Bank transfer (automatic),84.2,5324.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
221,6496-JDSSB,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,0
222,9408-SSNVZ,2019-09-01,2020-01-01,Month-to-month,Yes,Electronic check,70.15,268.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
223,4443-EMBNA,2014-03-01,,Two year,No,Bank transfer (automatic),24.75,1836.9,,,,,,,,Female,0,Yes,No,Yes,0
224,6469-MRVET,2020-01-01,,One year,Yes,Electronic check,20.2,20.2,,,,,,,,Male,0,Yes,Yes,No,0
225,0742-MOABM,2019-07-01,2019-11-01,Month-to-month,No,Mailed check,50.05,179.35,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,1
226,5961-VUSRV,2019-02-01,,One year,Yes,Bank transfer (automatic),19.35,219.35,,,,,,,,Female,0,No,No,No,0
227,6778-JFCMK,2018-02-01,,One year,Yes,Mailed check,50.6,1288.75,DSL,Yes,No,No,No,Yes,Yes,Male,0,No,No,,0
228,6341-JVQGF,2017-07-01,,One year,Yes,Mailed check,81.15,2545.75,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
229,2232-DMLXU,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,55.2,55.2,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,1
230,4811-JBUVU,2017-08-01,,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Fiber optic,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,0
231,0945-TSONX,2016-03-01,,Two year,Yes,Credit card (automatic),85.3,4107.25,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
232,2651-ZCBXV,2015-08-01,,Two year,Yes,Credit card (automatic),108.0,5760.65,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
233,3316-UWXUY,2015-12-01,,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,No,0
234,8937-RDTHP,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,84.6,84.6,Fiber optic,Yes,No,No,No,No,Yes,Male,0,No,No,No,1
235,7083-MIOPC,2014-02-01,,Two year,No,Credit card (automatic),20.25,1566.9,,,,,,,,Female,0,No,No,No,0
236,1984-GPTEH,2017-09-01,,Month-to-month,No,Electronic check,25.15,702.0,,,,,,,,Female,0,No,No,Yes,0
237,1251-KRREG,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,54.4,114.1,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
238,0621-JFHOL,2019-04-01,,Two year,Yes,Mailed check,29.6,299.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,,0
239,9903-LYSAB,2018-08-01,,Month-to-month,Yes,Electronic check,73.15,1305.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
240,0094-OIFMO,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,95.0,1120.3,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
241,9227-UAQFT,2018-10-01,,Two year,No,Mailed check,19.75,284.35,,,,,,,,Male,0,No,No,No,0
242,7301-ABVAD,2014-02-01,,Two year,No,Bank transfer (automatic),86.6,6350.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
243,6614-FHDBO,2014-02-01,,Two year,No,Bank transfer (automatic),109.2,7878.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
244,7576-ASEJU,2016-09-01,,One year,Yes,Credit card (automatic),74.7,3187.65,DSL,Yes,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
245,9058-HRZSV,2014-09-01,,Month-to-month,No,Electronic check,94.4,6126.15,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0
246,4522-AKYLR,2019-01-01,,Month-to-month,Yes,Electronic check,54.8,731.3,DSL,No,Yes,Yes,No,No,No,Female,1,No,No,No,0
247,0221-WMXNQ,2019-10-01,,Month-to-month,No,Electronic check,75.35,273.4,Fiber optic,Yes,No,No,No,No,No,Male,1,No,No,No,0
248,0303-UNCIP,2016-09-01,,One year,No,Mailed check,65.0,2531.8,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,0
249,9947-OTFQU,2018-10-01,2020-01-01,Month-to-month,Yes,Electronic check,74.4,1074.3,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
250,0322-YINQP,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,48.55,48.55,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,1
251,0959-WHOKV,2016-08-01,,One year,Yes,Electronic check,99.0,4298.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
252,4075-JFPGR,2015-11-01,,One year,Yes,Electronic check,93.5,4619.55,Fiber optic,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,No,0
253,4629-NRXKX,2019-09-01,2019-11-01,Month-to-month,No,Electronic check,70.4,147.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
254,9514-JDSKI,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,40.2,40.2,DSL,No,Yes,No,No,Yes,No,Male,1,Yes,No,,1
255,3282-ZISZV,2017-06-01,,One year,No,Credit card (automatic),83.7,2633.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,0
256,3675-YDUPJ,2019-04-01,,Month-to-month,Yes,Mailed check,19.85,193.05,,,,,,,,Male,0,No,No,No,0
257,4111-BNXIF,2014-07-01,,Two year,Yes,Electronic check,59.55,4103.9,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,,0
258,7017-VFHAY,2015-01-01,,Two year,No,Credit card (automatic),115.1,7008.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
259,6655-LHBYW,2015-12-01,,One year,No,Credit card (automatic),114.35,5791.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
260,4959-JOSRX,2019-08-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),44.6,80.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,No,1
261,5046-NUHWD,2017-09-01,,Month-to-month,Yes,Electronic check,45.0,1228.65,DSL,Yes,No,Yes,No,No,Yes,Female,1,Yes,No,,0
262,7273-TEFQD,2019-08-01,2019-11-01,Month-to-month,Yes,Electronic check,41.15,132.2,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,,1
263,3606-TWKGI,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,106.9,1364.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
264,7529-ZDFXI,2015-05-01,,Month-to-month,Yes,Electronic check,89.85,4925.35,Fiber optic,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,0
265,7605-BDWDC,2017-07-01,,Two year,Yes,Bank transfer (automatic),49.85,1520.1,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,No,,0
266,1950-KSVVJ,2016-05-01,,One year,No,Mailed check,113.3,5032.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
267,0123-CRBRT,2015-01-01,,Two year,No,Mailed check,88.1,5526.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
268,6292-TOSSS,2015-12-01,,Two year,No,Bank transfer (automatic),24.9,1195.25,,,,,,,,Male,0,No,No,Yes,0
269,3197-ARFOY,2018-07-01,,Month-to-month,Yes,Mailed check,105.0,2007.25,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,No,0
270,6323-AYBRX,2015-02-01,2020-01-01,Two year,No,Mailed check,19.35,1099.6,,,,,,,,Male,0,No,No,No,1
271,7014-ZZXAW,2014-03-01,,Two year,Yes,Credit card (automatic),24.25,1732.95,,,,,,,,Female,0,Yes,No,Yes,0
272,4385-GZQXV,2018-06-01,2019-10-01,Month-to-month,Yes,Electronic check,94.45,1511.2,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,No,1
273,7633-MVPUY,2015-05-01,,Two year,Yes,Electronic check,59.75,3450.15,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,0
274,6366-ZGQGL,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),24.8,24.8,DSL,No,No,No,No,No,No,Male,0,No,No,,1
275,4716-HHKQH,2018-06-01,,Month-to-month,No,Electronic check,107.05,2172.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
276,5940-AHUHD,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,70.6,70.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
277,6432-TWQLB,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,85.4,401.1,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,1
278,4484-GLZOU,2015-09-01,2020-01-01,Month-to-month,Yes,Electronic check,105.05,5624.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
279,3179-GBRWV,2018-05-01,,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,No,0
280,8645-KWHJO,2018-12-01,,Month-to-month,Yes,Electronic check,55.0,771.95,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,,0
281,4130-MZLCC,2019-09-01,,Month-to-month,No,Bank transfer (automatic),50.55,244.75,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
282,0314-TKOSI,2019-08-01,,Month-to-month,No,Mailed check,55.15,322.9,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
283,8229-MYEJZ,2019-04-01,,Month-to-month,No,Electronic check,51.2,498.25,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
284,2080-SRCDE,2020-01-01,,Month-to-month,No,Mailed check,25.4,25.4,,,,,,,,Female,0,No,Yes,Yes,0
285,9577-WJVCQ,2014-06-01,,Month-to-month,No,Mailed check,54.45,3687.75,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
286,9512-UIBFX,2018-06-01,2019-12-01,Month-to-month,No,Mailed check,95.15,1779.95,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,1
287,6202-DYYFX,2018-04-01,,One year,Yes,Credit card (automatic),76.0,1783.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
288,3808-HFKDE,2018-06-01,,Month-to-month,Yes,Electronic check,44.35,927.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
289,5583-SXDAG,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
290,3488-PGMQJ,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,74.5,606.55,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,No,1
291,3580-REOAC,2019-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),44.85,435.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
292,7534-BFESC,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,76.1,1712.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
293,3727-OWVYD,2017-03-01,,One year,No,Mailed check,61.2,2021.2,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0
294,2294-SALNE,2018-03-01,,One year,No,Mailed check,86.8,1940.8,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
295,4847-TAJYI,2019-08-01,,Month-to-month,Yes,Electronic check,89.35,567.8,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
297,8203-XJZRC,2020-01-01,,Month-to-month,No,Mailed check,20.25,20.25,,,,,,,,Male,0,No,No,No,0
298,6556-DBKZF,2014-03-01,,Two year,No,Electronic check,76.05,5436.45,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
299,6851-WEFYX,2017-03-01,,Month-to-month,Yes,Electronic check,100.8,3437.5,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
300,2985-JUUBZ,2016-10-01,,Month-to-month,Yes,Electronic check,74.55,3015.75,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
301,6390-DSAZX,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,73.6,73.6,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,No,1
302,0895-LMRSF,2018-03-01,,One year,Yes,Bank transfer (automatic),64.9,1509.8,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
303,8098-LLAZX,2019-06-01,2019-10-01,Month-to-month,Yes,Electronic check,95.45,396.1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
304,8266-VBFQL,2019-10-01,,Month-to-month,Yes,Electronic check,90.4,356.65,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,No,No,No,0
305,8181-YHCMF,2014-06-01,,Two year,No,Credit card (automatic),60.3,4109.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,,0
306,2240-HSJQD,2016-12-01,,Month-to-month,Yes,Mailed check,81.85,3141.7,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,0
307,1248-DYXUB,2015-10-01,,Two year,No,Mailed check,24.8,1229.1,,,,,,,,Male,0,Yes,Yes,Yes,0
308,0265-EDXBD,2017-04-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,2303.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,1
309,4115-BNPJY,2017-09-01,,Two year,No,Mailed check,75.55,2054.4,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
310,3167-SNQPL,2016-12-01,,Month-to-month,No,Electronic check,101.15,3741.85,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,Yes,0
311,4091-TVOCN,2016-02-01,,One year,Yes,Credit card (automatic),78.75,3682.45,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,0
312,1098-TDVUQ,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,,,,,,,,Female,0,No,No,No,0
313,7277-OZCGZ,2018-04-01,,Month-to-month,Yes,Electronic check,89.05,1886.25,Fiber optic,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,0
314,1557-EMYVT,2016-07-01,,Two year,No,Credit card (automatic),115.05,4895.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
315,2799-ARNLO,2019-09-01,,Month-to-month,Yes,Electronic check,69.35,341.6,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,0
316,7563-BIUPC,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,80.6,415.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
317,5027-YOCXN,2015-11-01,,One year,No,Credit card (automatic),110.05,5686.4,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
318,3973-SKMLN,2014-03-01,,Two year,Yes,Credit card (automatic),19.9,1355.1,,,,,,,,Male,0,No,No,No,0
319,2321-OMBXY,2016-08-01,2019-10-01,One year,No,Credit card (automatic),80.3,3058.65,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
320,2840-XANRC,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,93.15,2231.05,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,No,1
321,6745-JEFZB,2017-03-01,,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,0
322,5020-ZSTTY,2015-05-01,2019-11-01,One year,No,Bank transfer (automatic),82.45,4350.1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,1
323,9880-TDQAC,2014-02-01,,Two year,Yes,Electronic check,60.0,4264.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,,0
324,8705-WZCYL,2020-01-01,,Month-to-month,Yes,Electronic check,44.8,44.8,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
325,7102-JJVTX,2019-05-01,,One year,No,Mailed check,48.6,422.3,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
326,8626-PTQGE,2014-05-01,,Two year,Yes,Bank transfer (automatic),60.05,4176.7,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,,0
327,4983-CLMLV,2015-10-01,,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
328,5701-YVSVF,2019-03-01,,Month-to-month,Yes,Electronic check,82.9,880.05,Fiber optic,No,No,No,Yes,Yes,No,Female,1,Yes,No,No,0
329,5804-LEPIM,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,70.35,139.05,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
330,5697-GOMBF,2017-10-01,,Month-to-month,Yes,Electronic check,35.9,973.65,DSL,No,No,No,No,Yes,No,Female,1,Yes,Yes,,0
331,2739-CACDQ,2018-09-01,,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,0
332,9385-EHGDO,2017-03-01,,Two year,Yes,Mailed check,19.85,739.35,,,,,,,,Female,0,Yes,Yes,No,0
333,9498-FIMXL,2019-06-01,,One year,Yes,Mailed check,19.2,161.95,,,,,,,,Female,0,No,No,No,0
334,2379-GYFLQ,2016-04-01,,One year,Yes,Credit card (automatic),94.9,4422.95,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,0
335,0122-OAHPZ,2019-05-01,2019-12-01,Month-to-month,Yes,Electronic check,73.85,511.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
336,2868-SNELZ,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,80.6,155.8,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,1
337,4322-RCYMT,2014-03-01,2019-11-01,One year,Yes,Bank transfer (automatic),75.8,5293.95,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,1
338,6680-NENYN,2016-05-01,2019-12-01,Two year,Yes,Electronic check,104.6,4759.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
339,2088-IEBAU,2014-06-01,,Two year,Yes,Electronic check,88.15,6148.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
340,7982-VCELR,2017-02-01,,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
341,1343-EHPYB,2014-09-01,2019-12-01,Month-to-month,Yes,Electronic check,103.4,6603.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
342,6035-BXTTY,2017-06-01,,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,DSL,No,Yes,No,Yes,No,No,Female,1,No,No,No,0
343,6885-PKOAM,2014-03-01,,Two year,No,Credit card (automatic),85.75,6223.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
344,7520-HQWJU,2014-08-01,,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
345,9639-BUJXT,2014-11-01,,One year,No,Mailed check,20.5,1328.15,,,,,,,,Male,0,No,No,No,0
346,5924-SNGKP,2016-09-01,,One year,Yes,Credit card (automatic),20.25,865.0,,,,,,,,Female,0,No,Yes,No,0
